seas_id,player,tm,season,age,experience,g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,playoffs,w,l,forward,guard,center,All-NBA Probability
30550,Corey Kispert,WAS,2023,23,2,53,32,1427,172,362,98,238,74,124,51,59,22,123,145,64,30,6,39,69,493,0,29,32,1,0,0,0
30548,Cole Swider,LAL,2023,23,1,6,0,40,3,9,3,8,0,1,0,0,1,6,7,4,0,0,0,3,9,0,29,33,1,0,0,0
30545,Cody Martin,CHO,2023,27,4,7,0,134,14,36,3,14,11,22,4,7,8,16,24,11,4,1,2,13,35,0,20,43,1,0,0,0
30541,Chuma Okeke,ORL,2023,24,3,19,7,404,32,88,18,61,14,27,16,21,21,57,78,26,11,9,10,34,98,0,26,36,1,0,0,0
30537,Chris Silva,DAL,2023,26,4,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,32,31,1,0,0,0
30535,Chris Duarte,IND,2023,25,2,39,10,731,99,274,43,145,56,129,56,67,15,78,93,55,19,8,33,56,297,0,28,35,1,0,0,0
30534,Chris Boucher,TOR,2023,30,6,57,0,1177,199,406,48,148,151,258,105,142,126,205,331,25,38,48,31,112,551,0,31,32,1,0,0,0
30532,Chima Moneke,SAC,2023,27,1,2,0,8,1,2,0,0,1,2,0,2,2,0,2,1,0,0,2,2,2,0,36,25,1,0,0,0
30530,Cedi Osman,CLE,2023,27,6,60,0,1261,195,430,85,244,110,186,58,88,18,118,136,93,31,8,44,93,533,0,39,25,1,0,0,0
30522,Cam Reddish,POR,2023,23,4,6,6,165,26,58,13,37,13,21,10,10,3,11,14,14,8,1,10,12,75,0,29,32,1,0,0,0
30521,Cam Reddish,POR,2023,23,4,20,8,438,61,136,17,56,44,80,29,33,7,24,31,20,15,8,15,32,168,0,29,32,1,0,0,0
30520,Cam Reddish,POR,2023,23,4,26,14,603,87,194,30,93,57,101,39,43,10,35,45,34,23,9,25,44,243,0,29,32,1,0,0,0
30519,Caleb Martin,MIA,2023,27,4,52,49,1563,195,430,68,188,127,242,65,84,70,198,268,84,54,23,58,111,523,0,33,29,1,0,0,0
30518,Caleb Houstan,ORL,2023,20,1,34,2,549,50,122,33,85,17,37,11,13,24,52,76,18,7,3,12,49,144,0,26,36,1,0,0,0
30836,KZ Okpala,SAC,2023,23,4,35,3,248,16,38,7,21,9,17,7,8,7,27,34,13,7,7,7,39,46,0,36,25,1,0,0,0
30782,Justin Champagnie,TOR,2023,21,2,3,0,11,3,3,0,0,3,3,0,0,1,3,4,1,0,0,0,1,6,0,31,32,1,0,0,0
